1,Toy Story (1995),Animation|Children's|Comedy
3,Grumpier Old Men (1995),Comedy|Romance
4,Waiting to Exhale (1995),Comedy|Drama
5,Father of the Bride Part II (1995),Comedy
7,Sabrina (1995),Comedy|Romance
11,American President, The (1995),Comedy|Drama|Romance
12,Dracula: Dead and Loving It (1995),Comedy|Horror
19,Ace Ventura: When Nature Calls (1995),Comedy
21,Get Shorty (1995),Action|Comedy|Drama
34,Babe (1995),Children's|Comedy|Drama
38,It Takes Two (1995),Comedy
39,Clueless (1995),Comedy|Romance
45,To Die For (1995),Comedy|Drama
52,Mighty Aphrodite (1995),Comedy
54,Big Green, The (1995),Children's|Comedy
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy
64,Two if by Sea (1996),Comedy|Romance
65,Bio-Dome (1996),Comedy
68,French Twist (Gazon maudit) (1995),Comedy|Romance
69,Friday (1995),Comedy
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
72,Kicking and Screaming (1995),Comedy|Drama
75,Big Bully (1996),Comedy|Drama
84,Last Summer in the Hamptons (1995),Comedy|Drama
87,Dunston Checks In (1996),Children's|Comedy
88,Black Sheep (1996),Comedy
93,Vampire in Brooklyn (1995),Comedy|Romance
96,In the Bleak Midwinter (1995),Comedy
101,Bottle Rocket (1996),Comedy
102,Mr. Wrong (1996),Comedy
104,Happy Gilmore (1996),Comedy
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
109,Headless Body in Topless Bar (1995),Comedy
115,Happiness Is in the Field (1995),Comedy
118,If Lucy Fell (1996),Comedy|Romance
119,Steal Big, Steal Little (1995),Comedy
122,Boomerang (1992),Comedy|Romance
125,Flirting With Disaster (1996),Comedy
129,Pie in the Sky (1995),Comedy|Romance
133,Nueba Yol (1995),Comedy|Drama
135,Down Periscope (1996),Comedy
141,Birdcage, The (1996),Comedy
144,Brothers McMullen, The (1995),Comedy
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
156,Blue in the Face (1995),Comedy
157,Canadian Bacon (1994),Comedy|War
166,Doom Generation, The (1995),Comedy|Drama
171,Jeffrey (1995),Comedy
174,Jury Duty (1995),Comedy
176,Living in Oblivion (1995),Comedy
178,Love & Human Remains (1993),Comedy
180,Mallrats (1995),Comedy
186,Nine Months (1995),Comedy
187,Party Girl (1995),Comedy
189,Reckless (1995),Comedy
195,Something to Talk About (1995),Comedy|Drama|Romance
203,To Wong Foo, Thanks for Everything! Julie Newmar (1995),Comedy
205,Unstrung Heroes (1995),Comedy|Drama
212,Bushwhacked (1995),Comedy
216,Billy Madison (1995),Comedy
218,Boys on the Side (1995),Comedy|Drama
223,Clerks (1994),Comedy
224,Don Juan DeMarco (1995),Comedy|Drama|Romance
228,Destiny Turns on the Radio (1995),Comedy
231,Dumb & Dumber (1994),Comedy
232,Eat Drink Man Woman (1994),Comedy|Drama
234,Exit to Eden (1994),Comedy
235,Ed Wood (1994),Comedy|Drama
236,French Kiss (1995),Comedy|Romance
237,Forget Paris (1995),Comedy|Romance
239,Goofy Movie, A (1995),Animation|Children's|Comedy|Romance
243,Gordy (1995),Comedy
248,Houseguest (1994),Comedy
250,Heavyweights (1994),Children's|Comedy
252,I.Q. (1994),Comedy|Romance
255,Jerky Boys, The (1994),Comedy
256,Junior (1994),Comedy|Sci-Fi
258,Kid in King Arthur's Court, A (1995),Adventure|Children's|Comedy|Fantasy|Romance
267,Major Payne (1994),Comedy
274,Man of the House (1995),Comedy
275,Mixed Nuts (1994),Comedy
276,Milk Money (1994),Comedy|Romance
278,Miami Rhapsody (1995),Comedy
287,Nina Takes a Lover (1994),Comedy|Romance
289,Only You (1994),Comedy|Romance
294,Perez Family, The (1995),Comedy|Romance
295,Pyromaniac's Love Story, A (1995),Comedy|Romance
298,Pushing Hands (1992),Comedy
304,Roommates (1995),Comedy|Drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy
310,Rent-a-Kid (1995),Comedy
312,Stuart Saves His Family (1995),Comedy
317,Santa Clause, The (1994),Children's|Comedy|Fantasy
322,Swimming with Sharks (1995),Comedy|Drama
324,Sum of Us, The (1994),Comedy
325,National Lampoon's Senior Trip (1995),Comedy
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
330,Tales from the Hood (1995),Comedy|Horror
333,Tommy Boy (1995),Comedy
339,While You Were Sleeping (1995),Comedy|Romance
342,Muriel's Wedding (1994),Comedy|Romance
344,Ace Ventura: Pet Detective (1994),Comedy
345,Adventures of Priscilla, Queen of the Desert, The (1994),Comedy|Drama
348,Bullets Over Broadway (1994),Comedy
351,Corrina, Corrina (1994),Comedy|Drama|Romance
352,Crooklyn (1994),Comedy
355,Flintstones, The (1994),Children's|Comedy
356,Forrest Gump (1994),Comedy|Romance|War
357,Four Weddings and a Funeral (1994),Comedy|Romance
359,I Like It Like That (1994),Comedy|Drama|Romance
360,I Love Trouble (1994),Action|Comedy
367,Mask, The (1994),Comedy|Crime|Fantasy
368,Maverick (1994),Action|Comedy|Western
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy
371,Paper, The (1994),Comedy|Drama
372,Reality Bites (1994),Comedy|Drama
374,Richie Rich (1994),Children's|Comedy
378,Speechless (1994),Comedy|Romance
380,True Lies (1994),Action|Adventure|Comedy|Romance
387,Low Down Dirty Shame, A (1994),Action|Comedy
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
402,Open Season (1996),Comedy
403,Two Crimes (1995),Comedy|Crime|Drama
410,Addams Family Values (1993),Comedy
411,You So Crazy (1994),Comedy
413,Airheads (1994),Comedy
414,Air Up There, The (1994),Comedy
415,Another Stakeout (1993),Comedy|Thriller
417,Barcelona (1994),Comedy|Romance
419,Beverly Hillbillies, The (1993),Comedy
420,Beverly Hills Cop III (1994),Action|Comedy
429,Cabin Boy (1994),Comedy
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western
433,Clean Slate (1994),Comedy
435,Coneheads (1993),Comedy|Sci-Fi
437,Cops and Robbersons (1994),Comedy
438,Cowboy Way, The (1994),Action|Comedy
440,Dave (1993),Comedy|Romance
441,Dazed and Confused (1993),Comedy
444,Even Cowgirls Get the Blues (1993),Comedy|Romance
445,Fatal Instinct (1993),Comedy
447,Favor, The (1994),Comedy|Romance
449,Fear of a Black Hat (1993),Comedy
450,With Honors (1994),Comedy|Drama
453,For Love or Money (1993),Comedy
460,Getting Even with Dad (1994),Comedy
466,Hot Shots! Part Deux (1993),Action|Comedy|War
467,Live Nude Girls (1995),Comedy
468,Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995),Comedy|Romance
470,House Party 3 (1994),Comedy
471,Hudsucker Proxy, The (1994),Comedy|Romance
472,I'll Do Anything (1994),Comedy|Drama
473,In the Army Now (1994),Comedy|War
476,Inkwell, The (1994),Comedy|Drama
478,Jimmy Hollywood (1994),Comedy
485,Last Action Hero (1993),Action|Comedy
486,Life with Mikey (1993),Comedy
487,Lightning Jack (1994),Comedy|Western
489,Made in America (1993),Comedy
492,Manhattan Murder Mystery (1993),Comedy|Mystery
496,What Happened Was... (1994),Comedy|Drama|Romance
497,Much Ado About Nothing (1993),Comedy|Romance
499,Mr. Wonderful (1993),Comedy|Romance
500,Mrs. Doubtfire (1993),Comedy
505,North (1994),Comedy
513,Radioland Murders (1994),Comedy|Mystery|Romance
514,Ref, The (1994),Comedy
516,Renaissance Man (1994),Comedy|Drama|War
518,Road to Wellville, The (1994),Comedy
520,Robin Hood: Men in Tights (1993),Comedy
532,Serial Mom (1994),Comedy|Crime|Horror
537,Sirens (1994),Comedy|Drama
