1,1,5,978824268
1,3114,4,978302174
3,3114,3,978298103
6,1,4,978237008
6,2017,3,978237813
8,1,4,978233496
9,1,5,978225952
9,3114,4,978225952
10,1,5,978226474
10,3114,4,978225759
10,3086,4,978227574
17,3114,5,978159386
18,1,4,978154768
18,2253,1,978153936
19,1,5,978555994
19,3114,4,978147462
21,1,3,978139347
23,1,4,978463614
23,2253,2,978461708
25,3114,4,978131266
25,2253,4,978130612
26,1,3,978130703
26,3114,3,978141494
28,1,3,978985309
34,1,5,978102970
36,1,5,978061285
36,3114,5,978061895
38,1,5,978046225
39,3114,5,978044380
42,3114,4,978041513
43,3114,5,978026605
44,1,5,978019369
44,2253,4,1004410386
44,2017,2,1004410364
45,1,4,977990044
45,3114,4,977989976
48,1,4,977975909
48,3114,5,977975782
49,1,5,977972501
49,3114,4,977972439
51,1,5,977947828
51,3114,5,977947865
53,3114,5,977949668
53,2253,5,977981686
53,2017,1,977979906
54,3114,2,977944246
55,3114,5,977943112
56,1,5,977938855
56,3114,5,977939727
58,3114,5,977936872
60,1,4,977931983
63,3114,5,977900864
65,1,5,991368774
65,3114,5,977887916
68,1,3,991376026
70,3114,4,977878322
73,1,3,977867812
75,1,5,977851099
75,3114,5,977852285
76,1,5,977847069
78,1,4,978570648
78,3114,4,978570648
78,2017,4,977811982
80,1,3,977786904
80,3114,3,977786803
83,3114,3,977720012
90,1,3,993872933
90,3114,3,993872681
92,1,4,977646817
92,3114,5,977646817
92,2017,4,986187670
96,1,4,980563195
96,3114,3,980563004
99,1,3,982873678
99,3114,4,977608844
103,2253,1,977555887
109,1,4,977519208
112,1,5,977508486
112,3114,5,977508515
114,1,3,977506130
117,1,3,977498304
117,3114,3,977498356
118,1,3,977501973
118,3114,4,977501973
119,1,5,977513481
119,3114,5,977468982
121,1,5,977459322
123,1,3,978046755
128,2253,4,977434184
131,1,3,977453922
132,1,5,977427737
134,1,4,977845495
134,3114,3,977845495
135,3114,5,977417100
136,1,2,977530792
139,1,4,977360234
139,3114,3,977360234
142,1,4,977352868
143,3114,4,977351273
146,1,5,977348756
147,1,4,977336480
147,3114,4,977336480
147,2253,2,977337139
148,1,5,977335193
148,3114,5,977335119
149,1,3,978190837
150,1,4,978161692
151,1,2,992133251
151,3114,1,992133225
152,1,4,977268921
152,3114,4,977268843
156,1,5,977249672
156,3114,5,977251186
157,1,5,977249416
157,3114,5,977249364
159,3114,4,989966944
161,3114,5,977221492
162,1,5,982104496
162,3114,5,978995938
163,1,4,977213935
163,3114,3,977373636
163,2253,1,977220194
168,1,4,977177003
169,1,5,977199102
169,3114,4,977199089
173,1,4,995304562
173,3114,4,980007690
175,1,4,977113154
175,3114,4,977113172
181,1,2,977088743
181,3114,1,977090546
182,1,5,977085326
182,3114,4,977085349
184,1,5,1038970374
186,1,5,977059438
187,1,4,977232655
190,1,3,977027054
193,1,4,1025569964
193,3114,4,977020162
194,1,4,977014303
195,1,5,986048425
195,3114,3,1014964031
195,2253,4,977472042
198,1,5,976980054
198,3114,5,976979728
199,2253,2,977005606
202,1,4,976939841
202,2253,2,976939611
204,1,4,978050004
204,3114,4,978049969
204,2253,2,978049676
205,3114,5,976923455
213,1,5,976900243
213,3114,5,976900243
214,1,4,976900595
214,3114,4,976900556
215,1,4,979174987
216,3114,2,976865435
216,3086,4,976862382
220,1,5,976836351
220,3114,5,976836388
223,1,5,976832460
223,3114,5,976832460
223,2253,1,976902764
223,3086,3,976906425
224,1,3,976831787
225,1,4,977257251
230,1,3,976820070
231,1,5,1040445432
231,3114,4,1040445402
232,1,4,976812596
232,3114,4,976812596
235,3114,3,977093333
236,1,4,976765293
236,3114,5,976765100
237,1,4,976761905
239,1,5,993359328
239,3114,4,993359599
243,1,4,976749399
245,3114,5,976735748
245,2253,1,976737228
246,1,5,976728579
246,3114,5,976728464
255,1,4,976683184
258,1,5,976671645
260,2253,5,976672237
263,1,4,976651989
264,1,4,976714119
264,3114,3,976730989
264,2253,2,976715257
265,3114,5,976648771
271,1,4,976636109
271,2253,5,976678724
272,1,5,976695356
272,3114,5,976694589
273,1,5,976774952
273,3114,5,976773631
274,3114,5,976593963
280,3114,5,976574835
281,3114,4,976571508
284,1,5,976570517
284,3114,4,976570498
284,2017,2,976575148
293,1,2,976561599
294,1,3,976542545
295,3114,4,976526948
299,1,3,976659877
299,3114,3,976659877
300,1,5,976506060
300,3114,5,976506046
301,1,5,976505707
301,3114,5,976505707
302,1,4,976505024
302,3114,4,976505065
302,2253,1,976504133
306,1,3,977365910
307,1,5,976486678
308,1,4,995833809
308,3114,4,995833776
310,1,4,976482056
310,3114,3,976482087
314,1,4,976751685
321,1,2,976417163
323,3114,3,976974874
325,1,5,976402092
326,1,3,977605721
328,2253,2,976396760
329,1,3,976393427
329,3114,2,976455646
333,1,5,996356395
333,3114,4,996356067
333,2017,1,996353176
337,1,4,976349046
337,3114,4,976349046
338,1,4,976347032
340,1,4,976342108
340,3114,5,976341291
343,1,5,1003251499
343,3114,4,1003251499
344,3114,4,976337085
346,1,5,976334600
350,1,5,976326454
350,3114,5,976326648
351,1,4,976677602
352,1,4,976330185
355,1,4,976321278
355,3114,5,976676171
360,3114,3,976318249
366,1,3,976311000
368,1,3,976311812
369,1,5,976309628
370,3114,5,976651020
372,1,4,976548746
376,1,4,980620359
377,3114,4,976302856
378,1,4,976302158
378,3114,4,976302158
380,1,4,976316203
380,3114,4,976316171
383,3114,4,976306247
385,1,5,976300183
385,3114,5,976300203
386,1,2,976300599
386,3114,2,976300641
386,2253,4,976303964
389,1,5,976298977
392,1,4,976297032
392,3114,5,990818093
392,2253,1,976307346
395,1,3,976299298
397,3114,4,976295245
399,3114,5,976294514
400,3114,5,976294509
402,1,4,976295369
403,1,4,976304372
403,3114,5,976307555
406,3114,4,976654194
408,3114,4,976294676
411,1,5,997066018
411,2017,3,978451549
412,1,4,976294055
413,1,5,976287901
413,3114,5,976287901
417,1,4,976285594
417,3114,4,976285562
418,1,4,976285897
419,3114,4,1044901343
420,1,4,983206889
423,3114,1,976282129
424,1,4,976306643
424,3114,5,1008874611
424,2017,4,976546879
425,1,3,976282933
426,3114,4,976280930
428,1,4,976260419
429,1,5,976258377
429,3114,5,976257468
431,3114,5,976250393
434,1,5,976248571
435,2253,2,976247111
436,2253,2,976246396
436,3114,5,976246143
436,2017,5,976246270
437,1,4,976277994
437,3114,4,976277958
438,1,5,976245352
438,2253,3,976250196
438,3114,4,976245287
442,2253,4,978733152
442,3114,4,976241424
444,1,4,976240730
445,3114,5,976241943
450,3114,5,976234808
451,1,5,976415081
451,3114,3,976415081
453,1,3,976232941
454,3114,2,1025237074
456,1,5,976299858
456,3114,5,976299858
462,1,3,976230643
463,1,5,976227510
463,2253,1,976228880
467,1,4,976226815
470,3114,3,976222971
471,2253,2,976222344
474,1,5,976237654
474,2253,2,976240687
474,3114,5,976230689
478,1,5,976941051
479,1,5,976218440
479,3114,5,976218411
482,1,2,1002083483
485,3114,4,976216981
486,3114,4,976216366
490,1,4,976215478
491,1,2,976214774
495,1,3,976215194
495,3114,5,976215145
496,1,5,976505066
496,3114,5,976504750
499,1,3,976215021
500,2017,3,976643395
502,3114,5,976210595
506,3114,5,976208239
508,2253,2,976208389
509,1,4,976206020
509,3114,4,976206095
514,3114,5,976204522
516,1,3,976279416
516,3114,3,976204199
517,2017,3,976202844
519,1,4,979336270
519,3114,5,979336270
523,1,5,976193525
524,1,5,976167828
524,2253,1,976173233
528,1,5,976245400
528,2253,2,980041511
528,3114,5,976245256
529,1,5,977449223
529,3114,5,977449223
530,3114,4,976143413
531,1,5,978643765
531,3114,5,978643701
533,1,4,976295615
533,2253,1,976231026
533,3086,4,976299731
535,3114,5,976139053
536,1,5,976138606
536,3114,5,976138606
538,3114,4,976131131
539,1,4,976140441
539,3114,3,976140441
541,1,5,976124683
541,3114,5,976124683
543,1,5,976156300
543,2253,5,976120561
545,3114,4,976071485
546,1,4,976068943
546,3114,4,976068920
549,1,5,976070010
549,2253,3,976071588
549,3114,5,976069964
550,1,5,976066733
550,2253,5,976159942
550,3114,5,976066702
550,2017,1,976157738
551,3114,4,976065846
555,1,5,976055820
555,3114,5,976055784
556,1,4,976055729
560,2017,4,976048014
563,1,5,976044797
563,2253,3,976045511
563,3114,5,976044797
563,2017,2,976045511
565,2253,2,976039034
566,1,3,976039064
566,2253,3,976211476
566,3086,3,976040726
566,3114,3,976039178
566,2017,3,977360798
569,2253,5,976238537
571,2253,5,975998057
574,1,4,975991241
575,1,4,975989029
576,1,4,975981105
576,3114,4,975981067
577,1,5,975979958
578,3114,3,975979068
579,1,4,975977259
582,3114,5,981996233
583,1,5,975957743
585,1,4,975949065
585,3114,5,975949065
587,3086,3,975946652
588,1,3,985731996
589,3114,4,975919140
590,1,5,975913115
590,3114,5,975912807
595,1,4,975896378
601,1,3,975880589
601,2253,4,975882423
605,1,5,975869440
605,3114,5,975869385
606,1,5,975869266
606,3114,4,975869205
610,1,5,975861277
610,3114,5,975861261
611,1,4,977155870
611,3114,4,975858185
613,1,5,975812101
613,3114,4,975811944
614,3114,5,975807442
615,1,4,975806717
615,3114,4,975805895
620,1,4,975800651
623,1,5,975793228
623,3114,5,975794658
624,1,3,975787681
624,3114,3,975787965
626,1,5,975819155
626,3114,5,975819155
628,1,4,975781783
628,3114,5,975781784
629,1,4,975784232
629,3114,4,975784062
630,1,4,976207250
631,1,4,975778929
631,3114,5,975779860
634,1,5,975774591
634,3114,4,975774363
635,1,5,979142907
637,1,5,975739154
637,3114,5,975739154
639,3114,4,975729128
639,2017,3,979816853
641,1,5,1019443119
641,3114,5,1019442927
643,3114,5,975717852
645,1,5,975715505
645,3114,5,975715439
646,1,5,975782835
648,3114,3,975712956
653,1,3,975700204
656,1,4,975740103
656,3114,3,975697046
657,3114,5,975695243
660,1,3,975690271
660,2017,3,976806786
662,1,3,975661584
662,2017,3,975662347
664,1,4,975992648
664,3114,5,975992624
669,1,5,975631430
669,2253,4,975634761
669,3114,5,975634953
676,1,5,975649112
676,3114,4,975650681
678,1,5,975608685
678,3114,5,975608685
679,3114,5,975607595
681,1,4,975603446
681,3114,5,975603446
685,1,3,975602509
690,1,5,975584052
691,1,4,1010907849
691,3114,4,1010909783
692,1,5,975779953
692,3114,5,975721519
696,1,4,975563075
696,3114,3,975560611
697,1,4,975560617
698,1,3,1015123819
699,1,4,975557923
699,2253,3,975559212
699,3114,4,975557953
701,1,3,979094230
701,3114,3,979094230
702,1,4,975551677
702,2253,2,975565775
702,3114,4,975551815
705,1,4,975547527
705,3114,4,975547472
707,1,5,975542819
710,1,5,975540360
710,2253,3,978382988
710,3114,5,975540360
712,1,4,975539400
712,2253,2,975956922
712,3114,3,975538322
714,1,5,975535074
714,3114,5,975535020
715,1,4,975600607
715,3114,5,975600607
716,1,5,976500370
716,2253,4,978751395
716,3114,5,982884009
718,1,5,975528326
718,3114,5,975528342
719,1,4,975528288
719,3114,3,975528288
720,3114,4,975529102
721,1,3,975695147
722,1,5,975524460
722,3114,5,975524419
726,1,5,975519140
729,1,5,975512206
731,1,5,975528946
731,2253,3,975527874
731,2017,3,975527781
733,1,5,975481380
733,3114,5,975481380
735,1,4,975646419
736,1,3,1045710680
736,3114,3,1045710680
737,1,3,976058569
739,1,5,975475262
739,3114,4,975475245
743,1,3,975625123
746,1,4,975469261
746,3114,4,975469261
749,1,5,975477144
749,3114,4,975918897
752,1,5,975610699
752,3114,5,975464834
753,1,5,975458133
753,3114,4,1012167169
754,1,4,975538937
755,1,4,997812961
755,3114,5,997831780
757,1,3,975454506
761,1,4,975451381
761,3114,5,975451381
765,1,5,975451744
765,3114,4,975451683
767,2017,3,975453386
770,1,4,975443050
770,2253,1,976184495
770,3114,4,975443050
774,1,3,975438800
774,2253,1,975533038
774,3114,3,975438768
776,1,5,975605122
776,3114,5,975605122
777,1,3,975438109
780,1,4,975435937
780,3114,3,975435899
781,1,3,975434906
781,2253,2,975434371
783,1,4,975701689
783,3114,4,975701689
787,3114,4,975430417
788,1,4,975428905
788,2253,4,975429549
788,3114,4,975428922
791,1,5,981400121
791,3114,5,981400121
795,1,4,975417180
795,3114,3,975417088
798,1,3,975409257
798,2253,5,975406528
798,3114,3,975409321
798,2017,3,975406444
801,1,5,975401059
802,1,5,975406133
802,3114,5,975406133
805,3114,5,975396028
808,1,4,975431123
809,1,3,975395592
810,2253,3,975393477
810,3114,4,975394638
812,3114,5,975396015
813,1,5,975392914
813,3114,5,975392856
815,3114,3,975393189
816,1,3,975469547
816,3114,3,975469517
816,2017,4,975470157
817,1,5,975388686
817,2253,2,975389311
817,3114,5,975388687
822,1,5,975469145
822,3114,5,975380475
822,2017,3,975380682
823,1,3,975379771
824,3114,4,975376993
828,3114,5,975370406
832,1,3,975362713
832,3114,4,975362750
836,2017,4,975360868
839,1,5,975361217
839,3086,5,981359081
839,3114,5,975361183
840,1,5,986501545
840,3114,5,986501564
843,1,4,975358071
844,1,4,975357399
849,1,4,975349940
850,3086,3,975352283
851,1,4,975349655
851,2253,4,975348816
853,3114,4,975347329
854,1,4,975352017
854,2253,2,975348429
854,3114,4,975351907
855,1,4,975465974
855,3114,4,975466174
858,1,5,975344295
861,3114,4,975342140
865,1,4,975281416
866,1,4,975277666
866,3114,5,975277633
869,1,5,975280276
869,2253,3,975281371
869,3114,5,975277480
871,3114,4,975274367
875,3114,4,975271157
876,3114,5,975269409
877,1,5,975270288
877,2253,2,975268104
877,3114,5,975269994
880,1,5,975263581
880,3114,5,975263555
881,1,3,975262478
881,2253,4,975264109
881,3114,4,1014315357
885,1,5,975256222
885,3114,5,975256125
888,1,4,975256770
888,3114,4,975256730
889,1,4,975250071
889,3086,3,975250540
889,3114,3,975249964
890,1,5,975466476
890,3114,5,975466476
891,1,5,975234143
891,3114,5,975233317
894,1,5,975226944
895,1,3,975221333
896,1,4,975220319
897,3114,4,997678608
899,1,4,975218175
910,2017,3,981314599
918,1,4,978242166
918,3114,3,978242138
921,3114,2,975203459
924,1,4,975200860
924,3114,5,975200669
925,1,4,975197649
926,1,5,975200372
926,3114,5,975200153
929,1,5,975191572
929,3114,5,975191572
931,1,4,975189541
931,3114,5,975189502
933,1,5,975185671
934,1,5,975183970
934,3114,5,991940684
935,1,3,975180985
936,1,4,975185622
936,3114,4,975185622
937,3114,5,992555203
938,1,5,975173033
940,1,4,975174566
940,2253,1,975174566
940,3114,5,975174566
944,3114,4,975166274
946,1,5,975155333
948,1,3,975161991
948,3114,3,975161677
949,1,5,975224711
951,1,5,975137937
951,3114,5,975137879
952,3114,5,975137066
953,1,4,975606798
954,1,4,975134874
954,3114,4,975134829
955,1,4,975133999
956,1,4,975131154
956,3114,4,975131103
957,1,5,977202089
957,3114,5,977201868
958,3114,4,975128932
963,1,4,975119749
963,3114,4,975119572
967,1,4,975116058
970,2253,2,975978523
970,3114,5,975143655
973,1,4,975860648
973,3114,4,975859499
977,1,3,975106685
979,1,4,988055769
980,1,2,975730859
980,3114,4,975730839
981,3114,4,980096505
983,1,4,975100822
984,1,4,975097755
984,3114,3,975097859
985,1,4,975098627
985,3114,5,975098627
990,1,4,975871998
990,3114,3,975871932
996,1,4,975052910
996,3114,4,975053093
997,1,4,975205507
999,2253,1,975046875
1000,1,5,975041651
1000,3114,5,975041651
1001,1,4,976296608
1001,3114,4,976298732
1004,1,5,975045804
1004,2253,3,975042694
1004,3114,5,975045804
1005,3114,5,975037792
1008,1,4,975030379
1010,1,2,975220910
1010,2253,1,975218863
1010,3114,2,975220910
1013,3114,5,975015630
1014,1,3,975015612
1015,1,5,975017987
1015,2253,1,975036487
1015,3114,5,975017153
1015,2017,3,975015506
1016,3114,5,975009415
1017,1,4,975009586
1017,3114,5,975009450
1021,1,5,975008082
1021,3114,5,975007808
1025,3114,5,975002777
1029,1,4,980037417
1030,3114,3,975001256
1032,1,5,974997699
1032,3114,5,974996660
1034,3086,3,975012616
1034,3114,4,974996768
1036,1,5,974991657
1042,2253,1,974969369
1044,1,3,975570555
1045,1,4,974965960
1045,3114,3,974965960
1050,1,4,974963037
1050,2253,2,974962955
1051,1,5,974959121
1051,2253,3,975110956
1051,3114,5,974959074
1051,2017,4,987227390
1054,1,5,975101862
1054,2253,4,975101767
1054,3114,5,975101889
1055,1,5,974953210
1055,3114,5,974952881
1056,1,4,974953275
1056,3114,3,974953160
1057,1,5,974952896
1057,3114,5,974952932
1059,1,5,974953956
1059,3086,2,974953816
1059,3114,4,974953816
1061,1,5,974950066
1061,3114,5,974950038
1062,1,4,975050353
1063,1,4,974947400
1067,3114,3,974952496
1068,1,3,975015029
1068,2253,3,975014448
1068,2017,3,975015467
1072,1,5,974941593
1072,3114,5,974941480
1074,1,4,974940870
1076,1,5,974938627
1077,1,3,975986347
1084,1,3,974946785
1086,1,4,974933809
1087,1,5,974935394
1087,3114,4,976132806
1088,1,4,1037238940
1088,3114,4,1018389505
1094,1,4,974929632
1096,1,4,974928303
1096,2253,2,974935489
1097,1,4,974927812
1097,2253,2,974928951
1100,1,2,974923663
1100,3114,3,974923663
1101,1,4,974923024
1101,3114,4,974924208
1101,2017,4,1037992638
1104,3114,3,974921595
1106,2017,4,974920503
1107,1,5,974919979
1112,1,5,974949958
